date,station,aod_047,pm25
2018-12-25,Shadipur,0.735,260.81047619047615
2018-12-25,Sirifort,0.882,286.01190476190476
2018-12-25,Sonia Vihar,0.886,268.4583333333333
2018-12-25,Sri Aurobindo Marg,0.747,240.85714285714286
2018-12-25,Vivek Vihar,0.74,252.29166666666666
2018-12-25,Wazirpur,0.7895,325.6904761904762
2018-12-26,Alipur,0.866,259.7916666666667
2018-12-26,Anand Vihar,0.867,283.5108695652174
2018-12-26,Ashok Vihar,0.656,271.6547619047619
2018-12-26,Aya Nagar,0.508,146.0825
2018-12-26,Bawana,0.8655,152.48809523809524
2018-12-26,CRRI Mathura Road,0.731,213.11826086956523
2018-12-26,DTU,0.712,256.6547619047619
2018-12-26,Dr. Karni Singh Shooting Range,0.517,188.52173913043478
2018-12-26,Dwarka-Sector 8,0.561,200.07142857142858
2018-12-26,ITO,0.662,216.86458333333334
2018-12-26,Jahangirpuri,0.684,255.26315789473685
2018-12-26,Jawaharlal Nehru Stadium,0.674,227.5
2018-12-26,Lodhi Road,0.734,152.01541666666665
2018-12-26,Major Dhyan Chand National Stadium,0.736,191.79166666666666
2018-12-26,Mandir Marg,0.594,209.0681818181818
2018-12-26,Mundka,0.806,276.1842105263158
2018-12-26,NSIT Dwarka,0.561,171.5
2018-12-26,Najafgarh,0.569,142.54166666666666
2018-12-26,Narela,1.026,226.35714285714286
2018-12-26,Nehru Nagar,0.572,259.4078947368421
2018-12-26,North Campus,0.687,204.99347826086958
2018-12-26,Okhla Phase-2,0.517,191.98958333333334
2018-12-26,Pusa,0.67,207.27425531914892
2018-12-26,R K Puram,0.555,205.07142857142858
2018-12-26,Rohini,0.732,280.3181818181818
2018-12-26,Shadipur,0.771,232.28
2018-12-26,Sirifort,0.526,209.79347826086956
2018-12-26,Sri Aurobindo Marg,0.543,159.35416666666666
2018-12-26,Wazirpur,0.566,303.05
2018-12-27,Alipur,1.103,248.175
2018-12-27,Anand Vihar,0.868,228.42857142857142
2018-12-27,Ashok Vihar,0.8295,259.9107142857143
2018-12-27,Aya Nagar,0.8195,160.36875
2018-12-27,Bawana,1.088,212.22916666666666
2018-12-27,Burari Crossing,0.735,272.173
2018-12-27,CRRI Mathura Road,0.931,268.5835
2018-12-27,DTU,0.9035,250.59375
2018-12-27,Dr. Karni Singh Shooting Range,0.8455,210.22727272727272
2018-12-27,Dwarka-Sector 8,0.8395,234.6875
2018-12-27,IGI Airport (T3),0.8855,184.45583333333332
2018-12-27,IHBAS,0.8515,187.7653846153846
2018-12-27,ITO,0.893,271.9166666666667
2018-12-27,Jahangirpuri,0.8425,335.2368421052632
2018-12-27,Jawaharlal Nehru Stadium,0.9035,268.8333333333333
2018-12-27,Lodhi Road,0.882,215.13666666666666
2018-12-27,Major Dhyan Chand National Stadium,0.918,214.55208333333334
2018-12-27,Mandir Marg,0.837,222.9125
2018-12-27,Mundka,0.8995,283.375
2018-12-27,NSIT Dwarka,0.8395,216.72958333333335
2018-12-27,Najafgarh,0.8245,210.18478260869566
2018-12-27,Narela,0.9205,234.75
2018-12-27,Nehru Nagar,0.9225,305.5
2018-12-27,North Campus,0.8625,209.0063157894737
2018-12-27,Okhla Phase-2,0.9375,233.02272727272728
2018-12-27,Patparganj,0.8835,205.25
2018-12-27,Punjabi Bagh,0.836,276.5263157894737
2018-12-27,Pusa,0.839,194.92512195121952
2018-12-27,R K Puram,0.8745,268.5108695652174
2018-12-27,Rohini,0.8875,290.23333333333335
2018-12-27,Shadipur,0.8415,230.41199999999998
2018-12-27,Sirifort,0.927,267.29761904761904
2018-12-27,Sonia Vihar,0.8665,221.84615384615384
2018-12-27,Sri Aurobindo Marg,0.8975,208.66666666666666
2018-12-27,Vivek Vihar,0.866,218.13333333333333
2018-12-27,Wazirpur,0.8185,275.76666666666665
2018-12-28,Alipur,1.5375,258.8333333333333
2018-12-28,Anand Vihar,1.191,274.4583333333333
2018-12-28,Ashok Vihar,1.335,292.875
2018-12-28,Aya Nagar,1.2025,172.20666666666668
2018-12-28,Bawana,1.452,176.16666666666666
2018-12-28,Burari Crossing,1.4155,249.31260869565216
2018-12-28,CRRI Mathura Road,1.249,236.51043478260868
2018-12-28,DTU,1.52,253.54347826086956
2018-12-28,Dr. Karni Singh Shooting Range,1.199,236.54166666666666
2018-12-28,Dwarka-Sector 8,1.491,243.8409090909091
2018-12-28,IGI Airport (T3),1.375,191.95000000000002
2018-12-28,IHBAS,1.2185,224.69833333333335
2018-12-28,ITO,1.3475,224.27173913043478
2018-12-28,Jahangirpuri,1.4015,319.8421052631579
2018-12-28,Jawaharlal Nehru Stadium,1.1875,263.8695652173913
2018-12-28,Lodhi Road,1.244,181.76625
2018-12-28,Major Dhyan Chand National Stadium,1.2805,191.38541666666666
2018-12-28,Mandir Marg,1.377,238.40217391304347
2018-12-28,Mundka,1.6195,316.1904761904762
2018-12-28,NSIT Dwarka,1.491,214.68954545454545
2018-12-28,Najafgarh,1.545,207.16666666666666
2018-12-28,Narela,1.448,234.5625
2018-12-28,Nehru Nagar,1.136,286.7142857142857
2018-12-28,North Campus,1.4175,214.45583333333335
2018-12-28,Okhla Phase-2,1.1385,215.9375
2018-12-28,Patparganj,1.247,239.83333333333334
2018-12-28,Punjabi Bagh,1.4985,253.6413043478261
2018-12-28,Pusa,1.4845,232.09560975609756
2018-12-28,R K Puram,1.29,252.54347826086956
2018-12-28,Rohini,1.482,287.8809523809524
2018-12-28,Shadipur,1.495,211.2325
2018-12-28,Sirifort,1.208,250.38541666666666
2018-12-28,Sonia Vihar,1.021,285.75
2018-12-28,Sri Aurobindo Marg,1.254,219.14583333333334
2018-12-28,Vivek Vihar,1.231,266.2083333333333
2018-12-28,Wazirpur,1.3755,320.8541666666667
2018-12-29,Alipur,0.7415,265.6190476190476
2018-12-29,Anand Vihar,0.735,308.69565217391306
2018-12-29,Ashok Vihar,0.737,278.3095238095238
2018-12-29,Aya Nagar,0.5395,148.57916666666668
2018-12-29,Bawana,0.7165,155.58333333333334
2018-12-29,Burari Crossing,0.613,231.77380952380952
2018-12-29,CRRI Mathura Road,0.6985,209.6321739130435
2018-12-29,DTU,0.7425,260.3
2018-12-29,Dr. Karni Singh Shooting Range,0.5605,191.22727272727272
2018-12-29,Dwarka-Sector 8,0.6045,208.5375
2018-12-29,IGI Airport (T3),0.6115,169.30166666666665
2018-12-29,IHBAS,0.754,223.37125
2018-12-29,ITO,0.706,244.4
2018-12-29,Jahangirpuri,0.7355,282.4375
2018-12-29,Jawaharlal Nehru Stadium,0.696,202.89473684210526
2018-12-29,Lodhi Road,0.688,164.11583333333334
2018-12-29,Major Dhyan Chand National Stadium,0.6965,185.89583333333334
2018-12-29,Mandir Marg,0.6705,204.48684210526315
2018-12-29,Mundka,0.707,288.7
2018-12-29,NSIT Dwarka,0.6045,194.8847619047619
2018-12-29,Najafgarh,0.691,150.75
2018-12-29,Narela,0.7865,246.29166666666666
2018-12-29,Nehru Nagar,0.668,243.98684210526315
2018-12-29,North Campus,0.55,213.29956521739132
2018-12-29,Okhla Phase-2,0.48,182.1904761904762
2018-12-29,Patparganj,0.558,233.4625
2018-12-29,Punjabi Bagh,0.7315,240.16666666666666
2018-12-29,Pusa,0.6485,203.05928571428572
2018-12-29,R K Puram,0.5705,189.21428571428572
2018-12-29,Rohini,0.703,298.69565217391306
2018-12-29,Shadipur,0.665,218.53315789473686
2018-12-29,Sirifort,0.6075,212.91666666666666
2018-12-29,Sonia Vihar,0.785,255.20833333333334
2018-12-29,Sri Aurobindo Marg,0.537,166.0
2018-12-29,Vivek Vihar,0.745,253.5909090909091
2018-12-29,Wazirpur,0.732,318.0
2018-12-30,Alipur,0.8425,213.3
2018-12-30,Anand Vihar,0.783,259.075
2018-12-30,Ashok Vihar,0.714,259.1818181818182
2018-12-30,Aya Nagar,0.5985,180.31333333333336
2018-12-30,Bawana,0.672,191.34375
2018-12-30,Burari Crossing,0.681,197.581
2018-12-30,CRRI Mathura Road,0.6125,185.531
2018-12-30,DTU,0.6955,266.73214285714283
2018-12-30,Dr. Karni Singh Shooting Range,0.571,214.41176470588235
2018-12-30,Dwarka-Sector 8,0.547,242.16176470588235
2018-12-30,IGI Airport (T3),0.5465,187.21
2018-12-30,IHBAS,0.805,230.49909090909088
2018-12-30,ITO,0.575,220.28846153846155
2018-12-30,Jahangirpuri,0.728,310.6363636363636
2018-12-30,Jawaharlal Nehru Stadium,0.6315,175.9
2018-12-30,Lodhi Road,0.5855,169.60294117647058
2018-12-30,Major Dhyan Chand National Stadium,0.5095,223.0625
2018-12-30,Mandir Marg,0.6055,186.4375
2018-12-30,Mundka,0.51,302.97222222222223
2018-12-30,NSIT Dwarka,0.547,211.39125
2018-12-30,Najafgarh,0.522,163.88541666666666
2018-12-30,Narela,0.816,260.5833333333333
2018-12-30,Nehru Nagar,0.6515,312.03846153846155
2018-12-30,North Campus,0.606,178.17181818181817
2018-12-30,Okhla Phase-2,0.6385,209.70454545454547
2018-12-30,Patparganj,0.662,183.63888888888889
2018-12-30,Punjabi Bagh,0.613,246.15
2018-12-30,Pusa,0.5565,201.2559259259259
2018-12-30,R K Puram,0.5435,223.51785714285714
2018-12-30,Rohini,0.6625,222.77777777777777
2018-12-30,Shadipur,0.5995,252.8083333333333
2018-12-30,Sirifort,0.5685,263.6666666666667
2018-12-30,Sonia Vihar,0.672,232.5
2018-12-30,Sri Aurobindo Marg,0.62,208.54166666666666
2018-12-30,Vivek Vihar,1.062,259.0
2018-12-30,Wazirpur,0.6135,258.125
2018-12-31,Alipur,0.652,268.3809523809524
2018-12-31,Anand Vihar,0.706,307.4861111111111
2018-12-31,Ashok Vihar,0.655,263.95588235294116
2018-12-31,Aya Nagar,0.548,174.62722222222223
2018-12-31,Bawana,0.459,149.23958333333334
2018-12-31,Burari Crossing,0.8285,268.6105263157895
2018-12-31,CRRI Mathura Road,0.809,236.87999999999997
2018-12-31,DTU,0.749,289.95454545454544
2018-12-31,Dr. Karni Singh Shooting Range,0.508,211.0
2018-12-31,Dwarka-Sector 8,0.784,235.88636363636363
2018-12-31,IGI Airport (T3),0.836,159.37230769230771
2018-12-31,IHBAS,0.745,232.56166666666664
2018-12-31,ITO,0.8335,246.85294117647058
2018-12-31,Jahangirpuri,0.7865,303.6666666666667
2018-12-31,Jawaharlal Nehru Stadium,0.842,164.66666666666666
2018-12-31,Lodhi Road,0.831,179.15533333333332
2018-12-31,Major Dhyan Chand National Stadium,0.766,228.5568181818182
2018-12-31,Mandir Marg,0.777,215.58333333333334
2018-12-31,Mundka,0.881,295.71153846153845
2018-12-31,NSIT Dwarka,0.784,204.1325
2018-12-31,Najafgarh,0.586,172.96428571428572
2018-12-31,Narela,0.728,236.1904761904762
2018-12-31,Nehru Nagar,0.783,291.47727272727275
2018-12-31,North Campus,0.8605,231.40863636363636
2018-12-31,Okhla Phase-2,0.6605,215.30769230769232
2018-12-31,Patparganj,0.658,226.17857142857142
2018-12-31,Punjabi Bagh,0.859,255.9
2018-12-31,Pusa,0.738,195.752
2018-12-31,R K Puram,0.7425,230.875
2018-12-31,Rohini,0.8765,319.0
2018-12-31,Shadipur,0.7635,252.02625
2018-12-31,Sirifort,0.7405,251.61764705882354
2018-12-31,Sonia Vihar,0.729,239.83333333333334
2018-12-31,Sri Aurobindo Marg,0.6545,197.77777777777777
2018-12-31,Vivek Vihar,0.727,265.42857142857144
2018-12-31,Wazirpur,0.8635,309.3421052631579
2019-01-01,Alipur,0.863,288.8690476190476
2019-01-01,Anand Vihar,0.695,302.52941176470586
2019-01-01,Ashok Vihar,0.6775,283.640625
2019-01-01,Aya Nagar,0.5615,180.87772727272727
2019-01-01,Bawana,0.8225,148.70833333333334
2019-01-01,Burari Crossing,0.722,292.901
2019-01-01,CRRI Mathura Road,0.5975,240.67722222222224
2019-01-01,DTU,0.7565,282.3478260869565
2019-01-01,Dr. Karni Singh Shooting Range,0.5225,213.3913043478261
2019-01-01,Dwarka-Sector 8,0.5265,119.73809523809524
2019-01-01,IGI Airport (T3),0.5435,195.27857142857144
2019-01-01,IHBAS,0.767,255.80652173913043
2019-01-01,ITO,0.635,231.77631578947367
2019-01-01,Jahangirpuri,0.669,331.2105263157895
2019-01-01,Jawaharlal Nehru Stadium,0.5745,219.0
2019-01-01,Lodhi Road,0.5605,175.02315789473684
2019-01-01,Major Dhyan Chand National Stadium,0.567,198.54761904761904
2019-01-01,Mandir Marg,0.556,209.22222222222223
2019-01-01,Mundka,0.688,276.05263157894734
2019-01-01,NSIT Dwarka,0.5265,170.35055555555556
2019-01-01,Najafgarh,0.59,189.66304347826087
2019-01-01,Narela,0.738,262.20652173913044
2019-01-01,Nehru Nagar,0.565,282.56666666666666
2019-01-01,North Campus,0.679,241.10666666666668
2019-01-01,Okhla Phase-2,0.6015,238.765625
2019-01-01,Patparganj,0.663,235.59375
2019-01-01,Punjabi Bagh,0.6435,261.4342105263158
2019-01-01,Pusa,0.6075,200.6786111111111
2019-01-01,R K Puram,0.509,221.5735294117647
2019-01-01,Rohini,0.754,308.27777777777777
2019-01-01,Shadipur,0.621,257.96705882352944
2019-01-01,Sirifort,0.568,229.5375
2019-01-01,Sonia Vihar,0.888,256.4166666666667
2019-01-01,Sri Aurobindo Marg,0.5245,192.60416666666666
2019-01-01,Vivek Vihar,0.771,278.57142857142856
2019-01-01,Wazirpur,0.678,331.28125
2019-01-02,Alipur,1.473,300.05555555555554
2019-01-02,Anand Vihar,1.342,321.85
2019-01-02,Ashok Vihar,1.446,272.0
2019-01-02,Aya Nagar,1.3205,218.98304347826087
2019-01-02,Bawana,1.47,167.85
2019-01-02,Burari Crossing,1.41,251.26230769230773
2019-01-02,CRRI Mathura Road,1.431,262.9227777777778
2019-01-02,DTU,1.4855,284.2361111111111
2019-01-02,Dr. Karni Singh Shooting Range,1.3325,236.08695652173913
2019-01-02,Dwarka-Sector 8,1.273,169.88636363636363
2019-01-02,IGI Airport (T3),1.32,228.28416666666666
2019-01-02,IHBAS,1.4175,234.67333333333332
2019-01-02,ITO,1.4165,285.4078947368421
2019-01-02,Jahangirpuri,1.4585,294.6041666666667
2019-01-02,Jawaharlal Nehru Stadium,1.435,255.84615384615384
2019-01-02,Lodhi Road,1.444,219.80666666666664
2019-01-02,Major Dhyan Chand National Stadium,1.4445,211.175
2019-01-02,Mandir Marg,1.425,233.625
2019-01-02,Mundka,1.3765,287.90909090909093
2019-01-02,NSIT Dwarka,1.273,227.705
2019-01-02,Najafgarh,1.28,248.86904761904762
2019-01-02,Narela,1.32,294.6
2019-01-02,Nehru Nagar,1.4095,335.6617647058824
2019-01-02,North Campus,1.4015,240.26200000000003
2019-01-02,Okhla Phase-2,1.358,249.975
2019-01-02,Patparganj,1.3735,229.13636363636363
2019-01-02,Punjabi Bagh,1.452,292.4861111111111
2019-01-02,Pusa,1.427,237.68794871794873
2019-01-02,R K Puram,1.4185,250.15384615384616
2019-01-02,Rohini,1.468,302.5
2019-01-02,Shadipur,1.427,266.46684210526314
2019-01-02,Sirifort,1.4365,286.6578947368421
2019-01-02,Sonia Vihar,1.5195,265.8181818181818
2019-01-02,Sri Aurobindo Marg,1.418,256.3958333333333
2019-01-02,Vivek Vihar,1.404,278.96666666666664
2019-01-02,Wazirpur,1.4465,285.44444444444446
2019-01-03,Alipur,0.822,312.0833333333333
2019-01-03,Anand Vihar,0.9265,359.2916666666667
2019-01-03,Ashok Vihar,0.75,349.43333333333334
2019-01-03,Aya Nagar,0.905,214.7225
2019-01-03,Burari Crossing,0.9,266.07545454545453
2019-01-03,CRRI Mathura Road,0.707,242.16
2019-01-03,DTU,1.0025,306.73333333333335
2019-01-03,Dr. Karni Singh Shooting Range,0.8985,234.13235294117646
2019-01-03,Dwarka-Sector 8,0.761,285.7083333333333
2019-01-03,IGI Airport (T3),0.731,230.95875
2019-01-03,IHBAS,0.8605,239.37545454545455
2019-01-03,ITO,0.664,254.33333333333334
2019-01-03,Jahangirpuri,0.908,337.0
2019-01-03,Major Dhyan Chand National Stadium,0.679,242.29545454545453
2019-01-03,Mandir Marg,0.8795,251.83333333333334
2019-01-03,Mundka,0.989,375.42857142857144
2019-01-03,NSIT Dwarka,0.761,232.95533333333333
2019-01-03,Nehru Nagar,0.92,366.70588235294116
2019-01-03,North Campus,0.993,254.60399999999998
2019-01-03,Okhla Phase-2,1.009,282.96153846153845
2019-01-03,Patparganj,0.675,229.27777777777777
2019-01-03,Punjabi Bagh,0.9355,322.89285714285717
2019-01-03,Pusa,0.91,242.11499999999998
2019-01-03,R K Puram,0.7875,266.60714285714283
2019-01-03,Rohini,1.0335,351.8666666666667
2019-01-03,Shadipur,0.8925,262.96785714285716
2019-01-03,Sirifort,0.8445,283.06666666666666
2019-01-03,Sonia Vihar,0.896,292.0769230769231
2019-01-03,Sri Aurobindo Marg,0.76,240.56666666666666
2019-01-03,Vivek Vihar,0.8735,301.56666666666666
2019-01-03,Wazirpur,0.9135,337.54545454545456
2019-01-04,Ashok Vihar,1.304,253.92857142857142
2019-01-04,CRRI Mathura Road,1.295,213.0295652173913
2019-01-04,ITO,1.257,212.4431818181818
2019-01-04,Mandir Marg,1.304,235.98958333333334
2019-01-04,Patparganj,1.176,231.09782608695653
2019-01-05,Alipur,1.384,227.6875
2019-01-05,Anand Vihar,1.041,249.63541666666666
2019-01-05,Ashok Vihar,1.0205,276.6304347826087
2019-01-05,Aya Nagar,1.1595,187.15272727272725
2019-01-05,Bawana,1.2845,305.7608695652174
2019-01-05,Burari Crossing,1.1265,259.435
2019-01-05,CRRI Mathura Road,1.051,219.6340909090909
2019-01-05,DTU,1.074,244.15625
2019-01-05,Dr. Karni Singh Shooting Range,1.119,210.20238095238096
2019-01-05,Dwarka-Sector 8,1.0945,235.17105263157896
2019-01-05,IGI Airport (T3),1.1235,187.969
2019-01-05,IHBAS,1.07,236.99545454545452
2019-01-05,ITO,1.016,234.26136363636363
2019-01-05,Jahangirpuri,1.0625,267.27272727272725
2019-01-05,Jawaharlal Nehru Stadium,1.041,237.1
2019-01-05,Lodhi Road,1.0285,182.48695652173913
2019-01-05,Major Dhyan Chand National Stadium,1.0405,183.4
2019-01-05,Mandir Marg,1.022,204.7125
2019-01-05,Mundka,1.068,308.6842105263158
2019-01-05,NSIT Dwarka,1.0945,189.44722222222222
2019-01-05,Najafgarh,1.1555,202.046875
2019-01-05,Narela,1.3465,244.76136363636363
2019-01-05,Nehru Nagar,1.0465,263.45238095238096
2019-01-05,Okhla Phase-2,1.0255,252.5
2019-01-05,Patparganj,1.0105,224.1931818181818
2019-01-05,Punjabi Bagh,1.016,224.2840909090909
2019-01-05,Pusa,1.0225,174.78119047619046
2019-01-05,R K Puram,1.029,205.05
2019-01-05,Rohini,1.0575,287.0681818181818
2019-01-05,Shadipur,1.0175,209.66227272727272
2019-01-05,Sirifort,1.0155,225.6375
2019-01-05,Sonia Vihar,1.099,270.29411764705884
2019-01-05,Sri Aurobindo Marg,1.052,208.76470588235293
2019-01-05,Vivek Vihar,1.06,257.1666666666667
2019-01-05,Wazirpur,1.0155,330.59090909090907
2019-01-06,Alipur,1.0395,150.22916666666666
2019-01-06,Anand Vihar,1.5895,192.5
2019-01-06,Ashok Vihar,1.4835,190.61458333333334
2019-01-06,Aya Nagar,2.0445,125.295
2019-01-06,Bawana,1.246,186.67708333333334
2019-01-06,Burari Crossing,1.3505,164.76125
2019-01-06,CRRI Mathura Road,1.902,181.67583333333334
2019-01-06,DTU,1.309,167.85416666666666
2019-01-06,Dr. Karni Singh Shooting Range,1.9845,169.3125
2019-01-06,Dwarka-Sector 8,1.787,176.03125
2019-01-06,IGI Airport (T3),1.8625,131.96458333333334
2019-01-06,IHBAS,1.575,184.61458333333334
2019-01-06,ITO,1.6005,181.03125
2019-01-06,Jahangirpuri,1.3515,213.375
2019-01-06,Jawaharlal Nehru Stadium,1.938,194.23958333333334
2019-01-06,Lodhi Road,1.853,141.52041666666665
2019-01-06,Major Dhyan Chand National Stadium,1.68,149.03125
2019-01-06,Mandir Marg,1.624,168.73958333333334
2019-01-06,Mundka,1.3195,183.60416666666666
2019-01-06,NSIT Dwarka,1.787,140.6475
2019-01-06,Najafgarh,1.727,141.89583333333334
2019-01-06,Narela,0.9305,158.17708333333334
2019-01-06,Nehru Nagar,2.114,228.375
2019-01-06,Patparganj,1.599,168.11458333333334
2019-01-06,Punjabi Bagh,1.4795,153.78125
2019-01-06,Pusa,1.632,151.39604166666666
2019-01-06,R K Puram,1.764,187.66304347826087
2019-01-06,Rohini,1.275,179.19565217391303
2019-01-06,Shadipur,1.5945,112.80666666666667
2019-01-06,Sirifort,2.151,194.92708333333334
2019-01-06,Sonia Vihar,1.5215,197.97916666666666
2019-01-06,Sri Aurobindo Marg,2.097,165.7826086956522
2019-01-06,Vivek Vihar,1.5865,216.97916666666666
2019-01-06,Wazirpur,1.421,204.52083333333334
2019-01-07,Alipur,1.242,160.04166666666666
2019-01-07,Anand Vihar,1.615,199.52083333333334
2019-01-07,Ashok Vihar,1.375,217.3125
2019-01-07,Aya Nagar,1.265,108.93458333333332
2019-01-07,Bawana,1.286,203.63541666666666
2019-01-07,Burari Crossing,1.436,159.99208333333334
2019-01-07,CRRI Mathura Road,1.477,190.95583333333332
2019-01-07,DTU,1.318,176.97826086956522
2019-01-07,Dr. Karni Singh Shooting Range,1.286,189.65625
2019-01-07,Dwarka-Sector 8,1.457,164.97916666666666
2019-01-07,IGI Airport (T3),1.407,141.84208333333333
2019-01-07,IHBAS,1.596,168.35041666666666
2019-01-07,ITO,1.366,194.08333333333334
2019-01-07,Jahangirpuri,1.3915,234.1304347826087
2019-01-07,Jawaharlal Nehru Stadium,1.6055,207.58333333333334
2019-01-07,Lodhi Road,1.6095,133.90083333333334
2019-01-07,Major Dhyan Chand National Stadium,1.448,162.09375
2019-01-07,Mandir Marg,1.407,177.23958333333334
2019-01-07,Mundka,1.282,236.94791666666666
2019-01-07,NSIT Dwarka,1.457,144.84695652173914
2019-01-07,Najafgarh,1.281,123.48958333333333
2019-01-07,Nehru Nagar,1.5915,221.98809523809524
2019-01-07,Okhla Phase-2,1.565,205.52083333333334
2019-01-07,Patparganj,1.594,177.39583333333334
2019-01-07,Pusa,1.5835,173.813125
2019-01-07,R K Puram,1.415,183.4125
2019-01-07,Rohini,1.462,213.47826086956522
2019-01-07,Shadipur,1.447,106.87166666666667
2019-01-07,Sirifort,1.4545,205.4
2019-01-07,Sonia Vihar,1.3815,187.55208333333334
2019-01-07,Sri Aurobindo Marg,1.369,158.35416666666666
2019-01-07,Vivek Vihar,1.6405,179.0
2019-01-07,Wazirpur,1.471,220.29166666666666
2019-01-08,Alipur,0.759,145.98958333333334
2019-01-08,Anand Vihar,0.739,152.05208333333334
2019-01-08,Ashok Vihar,0.637,169.04166666666666
2019-01-08,Aya Nagar,0.7845,95.59041666666667
2019-01-08,Bawana,0.696,179.29166666666666
2019-01-08,Burari Crossing,0.81,120.955
2019-01-08,CRRI Mathura Road,0.686,162.91666666666666
2019-01-08,Dr. Karni Singh Shooting Range,0.778,151.16666666666666
2019-01-08,IGI Airport (T3),0.934,137.39166666666668
2019-01-08,IHBAS,0.795,132.21208333333334
2019-01-08,ITO,0.752,153.82291666666666
2019-01-08,Jahangirpuri,0.727,192.58333333333334
2019-01-08,Jawaharlal Nehru Stadium,0.755,177.27272727272728
2019-01-08,Lodhi Road,0.686,119.14916666666666
2019-01-08,Major Dhyan Chand National Stadium,0.683,142.26041666666666
2019-01-08,Mandir Marg,0.837,150.23958333333334
2019-01-08,Mundka,0.683,211.9375
2019-01-08,Nehru Nagar,0.76,217.86458333333334
2019-01-08,North Campus,0.694,93.27166666666666
2019-01-08,Okhla Phase-2,0.664,181.89583333333334
2019-01-08,Patparganj,0.756,148.73958333333334
2019-01-08,Pusa,0.951,148.105625
2019-01-08,R K Puram,0.718,168.66666666666666
2019-01-08,Rohini,0.727,189.29166666666666
2019-01-08,Sirifort,0.707,173.80434782608697
2019-01-08,Sonia Vihar,0.911,163.3804347826087
2019-01-08,Sri Aurobindo Marg,0.69,141.52083333333334
2019-01-08,Vivek Vihar,0.755,146.75
2019-01-08,Wazirpur,0.64,182.89583333333334
2019-01-09,Alipur,0.457,137.48958333333334
2019-01-09,Anand Vihar,0.522,152.59375
2019-01-09,Ashok Vihar,0.528,159.60416666666666
2019-01-09,Aya Nagar,0.521,82.49791666666667
2019-01-09,Bawana,0.4975,197.4375
2019-01-09,Burari Crossing,0.5635,116.29291666666667
2019-01-09,CRRI Mathura Road,0.461,135.64708333333334
2019-01-09,DTU,0.539,163.9375
2019-01-09,Dr. Karni Singh Shooting Range,0.612,138.59375
2019-01-09,Dwarka-Sector 8,0.5495,163.96875
2019-01-09,IGI Airport (T3),0.5785,120.42458333333333
2019-01-09,IHBAS,0.548,134.45208333333332
2019-01-09,ITO,0.483,131.97916666666666
2019-01-09,Jahangirpuri,0.5355,196.20833333333334
2019-01-09,Jawaharlal Nehru Stadium,0.4695,117.30357142857143
2019-01-09,Lodhi Road,0.4555,97.65875
2019-01-09,Major Dhyan Chand National Stadium,0.452,124.28125
2019-01-09,Mandir Marg,0.4775,131.41666666666666
2019-01-09,Mundka,0.549,174.54166666666666
2019-01-09,NSIT Dwarka,0.5495,151.65541666666667
2019-01-09,Najafgarh,0.538,155.26041666666666
2019-01-09,Narela,0.529,132.75
2019-01-09,Nehru Nagar,0.442,204.28125
2019-01-09,North Campus,0.4825,110.46666666666665
2019-01-09,Okhla Phase-2,0.432,149.83333333333334
2019-01-09,Patparganj,0.5505,125.0
2019-01-09,Punjabi Bagh,0.4905,137.04166666666666
2019-01-09,Pusa,0.45,133.76765957446807
2019-01-09,R K Puram,0.482,131.63888888888889
2019-01-09,Rohini,0.51,184.22916666666666
2019-01-09,Shadipur,0.4625,109.1875
2019-01-09,Sirifort,0.4865,142.3125
2019-01-09,Sonia Vihar,0.507,153.95833333333334
2019-01-09,Sri Aurobindo Marg,0.482,133.75
2019-01-09,Vivek Vihar,0.551,141.72916666666666
2019-01-09,Wazirpur,0.5025,162.63541666666666
2019-01-10,Alipur,0.483,173.01041666666666
2019-01-10,Aya Nagar,0.394,79.16583333333334
2019-01-10,Bawana,0.76,188.2840909090909
2019-01-10,Burari Crossing,0.619,140.80249999999998
2019-01-10,CRRI Mathura Road,0.589,155.36125
2019-01-10,DTU,0.601,177.1304347826087
2019-01-10,IHBAS,0.673,148.14000000000001
2019-01-10,ITO,0.639,191.43055555555554
2019-01-10,Jahangirpuri,0.621,188.16666666666666
2019-01-10,Lodhi Road,0.534,102.62333333333333
2019-01-10,Major Dhyan Chand National Stadium,0.534,130.86458333333334
2019-01-10,Mandir Marg,0.674,158.22916666666666
2019-01-10,Mundka,0.549,237.3125
2019-01-10,Narela,0.6,177.21875
2019-01-10,Nehru Nagar,0.497,196.39285714285714
2019-01-10,North Campus,0.599,121.82583333333334
2019-01-10,Rohini,0.577,195.66666666666666
2019-01-10,Vivek Vihar,0.701,172.47916666666666
2019-01-10,Wazirpur,0.606,187.98958333333334
2019-01-11,Alipur,0.926,233.22916666666666
2019-01-11,Anand Vihar,1.136,296.1875
2019-01-11,Ashok Vihar,1.1705,263.0
2019-01-11,Bawana,1.054,286.11764705882354
2019-01-11,Burari Crossing,1.294,259.8517391304348
2019-01-11,DTU,0.92,255.05
2019-01-11,Dwarka-Sector 8,0.953,291.04761904761904
2019-01-11,IHBAS,1.4725,252.53411764705882
2019-01-11,ITO,1.0225,271.61842105263156
2019-01-11,Jahangirpuri,1.182,237.78947368421052
2019-01-11,Lodhi Road,0.889,200.60791666666668
2019-01-11,Major Dhyan Chand National Stadium,1.009,206.0625
2019-01-11,Mundka,1.266,279.0833333333333
2019-01-11,NSIT Dwarka,0.953,174.96727272727273
