date,station,aod_047,pm25
2020-10-20,"Sector 11, Faridabad - HSPCB",0.701,168.78521739130434
2020-10-20,"Sector- 16A, Faridabad - HSPCB",0.62,120.44444444444444
2020-10-20,"Shyam Nagar, Palwal - HSPCB",0.863,53.95454545454545
2020-10-20,"Sri Aurobindo Marg, Delhi - DPCC",0.618,81.77777777777777
2020-10-20,"Vasundhara, Ghaziabad - UPPCB",0.558,96.26315789473684
2020-10-20,"Vikas Sadan, Gurugram - HSPCB",0.646,116.2909090909091
2020-10-20,"Vivek Vihar, Delhi - DPCC",0.671,191.33333333333334
2020-10-21,"Alipur, Delhi - DPCC",0.5435,162.14285714285714
2020-10-21,"Anand Vihar, Delhi - DPCC",0.6405,101.0
2020-10-21,"Ashok Vihar, Delhi - DPCC",0.6065,90.2
2020-10-21,"Bawana, Delhi - DPCC",0.543,132.44
2020-10-21,"Dwarka-Sector 8, Delhi - DPCC ",0.5415,112.4
2020-10-21,"Ganga Nagar, Meerut - UPPCB",0.668,131.0
2020-10-21,"ITO, Delhi - CPCB",0.58,116.88571428571429
2020-10-21,"Indirapuram, Ghaziabad - UPPCB",0.6335,128.58333333333334
2020-10-21,"Jai Bhim Nagar, Meerut - UPPCB",0.6455,161.34782608695653
2020-10-21,"Knowledge Park - V, Greater Noida - UPPCB",0.6015,120.26086956521739
2020-10-21,"MD University, Rohtak - HSPCB",0.688,61.161818181818184
2020-10-21,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.565,72.78947368421052
2020-10-21,"Mandir Marg, New Delhi - DPCC",0.609,77.95833333333333
2020-10-21,"Moti Doongri, Alwar - RSPCB",0.698,52.68
2020-10-21,"Najafgarh, Delhi - DPCC",0.48,69.53333333333333
2020-10-21,"Nehru Nagar, Delhi - DPCC",0.5285,109.75
2020-10-21,"New Collectorate, Baghpat - UPPCB",0.5265,159.20833333333334
2020-10-21,New Delhi,0.585,87.0
2020-10-21,"North Campus, DU, Delhi - IMD",0.506,101.07518518518519
2020-10-21,"Okhla Phase-2, Delhi - DPCC",0.5535,91.0
2020-10-21,"Punjabi Bagh, Delhi - DPCC",0.5495,121.0
2020-10-21,"R K Puram, Delhi - DPCC",0.538,111.5
2020-10-21,"Rohini, Delhi - DPCC",0.578,122.10526315789474
2020-10-21,"Sanjay Nagar, Ghaziabad - UPPCB",0.451,109.83333333333333
2020-10-21,"Sector 11, Faridabad - HSPCB",0.5535,154.8282608695652
2020-10-21,"Sector- 16A, Faridabad - HSPCB",0.528,118.0
2020-10-21,"Shyam Nagar, Palwal - HSPCB",0.6365,60.83681818181819
2020-10-21,"Sri Aurobindo Marg, Delhi - DPCC",0.557,67.91666666666667
2020-10-21,"Vasundhara, Ghaziabad - UPPCB",0.6135,98.625
2020-10-21,"Vikas Sadan, Gurugram - HSPCB",0.543,101.03571428571429
2020-10-21,"Vivek Vihar, Delhi - DPCC",0.6325,151.0625
2020-10-22,"Alipur, Delhi - DPCC",1.468,198.5
2020-10-22,"Bawana, Delhi - DPCC",1.31,219.77777777777777
2020-10-22,"Ganga Nagar, Meerut - UPPCB",0.823,105.9
2020-10-22,"Jai Bhim Nagar, Meerut - UPPCB",0.884,122.73333333333333
2020-10-22,"MD University, Rohtak - HSPCB",0.867,111.20375
2020-10-22,"Moti Doongri, Alwar - RSPCB",1.032,51.455
2020-10-22,"New Collectorate, Baghpat - UPPCB",1.485,210.66666666666666
2020-10-22,"Sector 11, Faridabad - HSPCB",1.119,179.40842105263158
2020-10-22,"Shyam Nagar, Palwal - HSPCB",0.948,56.347272727272724
2020-10-23,"Alipur, Delhi - DPCC",0.9675,248.0
2020-10-23,"Anand Vihar, Delhi - DPCC",0.8605,254.72222222222223
2020-10-23,"Ashok Vihar, Delhi - DPCC",1.1565,170.75
2020-10-23,"Bawana, Delhi - DPCC",0.8935,194.26666666666668
2020-10-23,"Dwarka-Sector 8, Delhi - DPCC ",1.0685,148.63636363636363
2020-10-23,"Ganga Nagar, Meerut - UPPCB",0.4445,128.3684210526316
2020-10-23,"ITO, Delhi - CPCB",0.9625,187.74074074074073
2020-10-23,"Indirapuram, Ghaziabad - UPPCB",0.859,121.76923076923077
2020-10-23,"Jai Bhim Nagar, Meerut - UPPCB",0.4545,101.35714285714286
2020-10-23,"Knowledge Park - V, Greater Noida - UPPCB",0.855,308.2
2020-10-23,"MD University, Rohtak - HSPCB",0.8695,138.76655172413794
2020-10-23,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.193,123.28571428571429
2020-10-23,"Mandir Marg, New Delhi - DPCC",1.063,197.8095238095238
2020-10-23,"Moti Doongri, Alwar - RSPCB",1.021,53.55375
2020-10-23,"Najafgarh, Delhi - DPCC",1.0665,151.0909090909091
2020-10-23,"Nehru Nagar, Delhi - DPCC",0.952,145.75
2020-10-23,"New Collectorate, Baghpat - UPPCB",0.6965,153.3846153846154
2020-10-23,New Delhi,1.0985,165.05
2020-10-23,"North Campus, DU, Delhi - IMD",1.0225,182.58166666666665
2020-10-23,"Okhla Phase-2, Delhi - DPCC",0.867,169.4
2020-10-23,"Punjabi Bagh, Delhi - DPCC",1.0965,227.14285714285714
2020-10-23,"R K Puram, Delhi - DPCC",1.021,199.1904761904762
2020-10-23,"Rohini, Delhi - DPCC",0.9885,176.2
2020-10-23,"Sanjay Nagar, Ghaziabad - UPPCB",0.777,146.13333333333333
2020-10-23,"Sector 11, Faridabad - HSPCB",1.0145,216.73583333333332
2020-10-23,"Sector- 16A, Faridabad - HSPCB",0.9625,204.26315789473685
2020-10-23,"Shyam Nagar, Palwal - HSPCB",0.947,64.51692307692308
2020-10-23,"Sri Aurobindo Marg, Delhi - DPCC",1.007,135.45454545454547
2020-10-23,"Vasundhara, Ghaziabad - UPPCB",0.9165,160.05
2020-10-23,"Vikas Sadan, Gurugram - HSPCB",0.992,143.59047619047618
2020-10-23,"Vivek Vihar, Delhi - DPCC",0.8075,232.0
2020-10-24,"Alipur, Delhi - DPCC",1.424,242.5
2020-10-24,"Anand Vihar, Delhi - DPCC",1.4435,258.9375
2020-10-24,"Ashok Vihar, Delhi - DPCC",1.499,209.30769230769232
2020-10-24,"Bawana, Delhi - DPCC",1.43,283.7368421052632
2020-10-24,"Dwarka-Sector 8, Delhi - DPCC ",1.0305,184.94117647058823
2020-10-24,"Ganga Nagar, Meerut - UPPCB",1.613,188.78947368421052
2020-10-24,"ITO, Delhi - CPCB",1.244,166.42105263157896
2020-10-24,"Indirapuram, Ghaziabad - UPPCB",1.423,238.75
2020-10-24,"Jai Bhim Nagar, Meerut - UPPCB",1.84,178.78947368421052
2020-10-24,"Knowledge Park - V, Greater Noida - UPPCB",1.089,228.23076923076923
2020-10-24,"MD University, Rohtak - HSPCB",1.3075,156.5412
2020-10-24,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.1995,160.47368421052633
2020-10-24,"Mandir Marg, New Delhi - DPCC",1.2445,186.30434782608697
2020-10-24,"Moti Doongri, Alwar - RSPCB",0.571,52.84842105263158
2020-10-24,"Najafgarh, Delhi - DPCC",0.9345,181.26315789473685
2020-10-24,"Nehru Nagar, Delhi - DPCC",1.059,200.54545454545453
2020-10-24,"New Collectorate, Baghpat - UPPCB",1.572,224.75
2020-10-24,New Delhi,1.2795,162.0
2020-10-24,"Okhla Phase-2, Delhi - DPCC",0.9535,180.13333333333333
2020-10-24,"Punjabi Bagh, Delhi - DPCC",1.197,214.3684210526316
2020-10-24,"R K Puram, Delhi - DPCC",0.9585,175.45
2020-10-24,"Sector 11, Faridabad - HSPCB",0.869,190.64
2020-10-24,"Sector- 16A, Faridabad - HSPCB",0.891,179.27777777777777
2020-10-24,"Shyam Nagar, Palwal - HSPCB",0.678,46.93578947368421
2020-10-24,"Sri Aurobindo Marg, Delhi - DPCC",0.906,148.46666666666667
2020-10-24,"Vasundhara, Ghaziabad - UPPCB",1.382,229.25
2020-10-24,"Vikas Sadan, Gurugram - HSPCB",0.7245,168.66315789473683
2020-10-24,"Vivek Vihar, Delhi - DPCC",1.4055,252.21428571428572
2020-10-25,"Alipur, Delhi - DPCC",0.9575,218.47368421052633
2020-10-25,"Anand Vihar, Delhi - DPCC",1.102,259.0
2020-10-25,"Ashok Vihar, Delhi - DPCC",0.9765,212.2941176470588
2020-10-25,"Bawana, Delhi - DPCC",0.8285,255.42307692307693
2020-10-25,"Dwarka-Sector 8, Delhi - DPCC ",0.9545,189.25
2020-10-25,"Ganga Nagar, Meerut - UPPCB",1.1535,152.93548387096774
2020-10-25,"ITO, Delhi - CPCB",1.0775,144.0625
2020-10-25,"Indirapuram, Ghaziabad - UPPCB",1.2295,214.10714285714286
2020-10-25,"Jai Bhim Nagar, Meerut - UPPCB",1.189,170.42857142857142
2020-10-25,"Knowledge Park - V, Greater Noida - UPPCB",0.972,230.1875
2020-10-25,"MD University, Rohtak - HSPCB",0.776,140.05375
2020-10-25,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.0115,148.30769230769232
2020-10-25,"Mandir Marg, New Delhi - DPCC",1.2025,157.35294117647058
2020-10-25,"Moti Doongri, Alwar - RSPCB",0.7265,52.724375
2020-10-25,"Najafgarh, Delhi - DPCC",0.9295,166.6315789473684
2020-10-25,"Nehru Nagar, Delhi - DPCC",1.14,234.75
2020-10-25,"New Collectorate, Baghpat - UPPCB",0.847,159.44827586206895
2020-10-25,New Delhi,1.134,160.65217391304347
2020-10-25,"North Campus, DU, Delhi - IMD",1.0465,200.20705882352942
2020-10-25,"Okhla Phase-2, Delhi - DPCC",1.117,193.10526315789474
2020-10-25,"Punjabi Bagh, Delhi - DPCC",0.935,203.45
2020-10-25,"R K Puram, Delhi - DPCC",1.0745,182.9
2020-10-25,"Rohini, Delhi - DPCC",1.021,209.1290322580645
2020-10-25,"Sanjay Nagar, Ghaziabad - UPPCB",1.264,203.13333333333333
2020-10-25,"Sector 11, Faridabad - HSPCB",1.0665,124.50818181818181
2020-10-25,"Sector- 16A, Faridabad - HSPCB",1.0985,235.79166666666666
2020-10-25,"Shyam Nagar, Palwal - HSPCB",1.125,57.360769230769236
2020-10-25,"Sri Aurobindo Marg, Delhi - DPCC",1.026,171.77777777777777
2020-10-25,"Vasundhara, Ghaziabad - UPPCB",1.113,165.22222222222223
2020-10-25,"Vikas Sadan, Gurugram - HSPCB",0.704,163.7
2020-10-25,"Vivek Vihar, Delhi - DPCC",0.954,260.4
2020-10-26,"Alipur, Delhi - DPCC",1.4505,223.53333333333333
2020-10-26,"Anand Vihar, Delhi - DPCC",1.485,236.875
2020-10-26,"Bawana, Delhi - DPCC",1.421,277.2142857142857
2020-10-26,"Ganga Nagar, Meerut - UPPCB",0.846,202.0
2020-10-26,"ITO, Delhi - CPCB",1.504,170.71428571428572
2020-10-26,"Indirapuram, Ghaziabad - UPPCB",1.49,225.53333333333333
2020-10-26,"Jai Bhim Nagar, Meerut - UPPCB",0.945,171.52941176470588
2020-10-26,"MD University, Rohtak - HSPCB",1.108,151.8178947368421
2020-10-26,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.565,175.76470588235293
2020-10-26,"Mandir Marg, New Delhi - DPCC",1.604,166.92857142857142
2020-10-26,"Najafgarh, Delhi - DPCC",1.423,163.27272727272728
2020-10-26,"Nehru Nagar, Delhi - DPCC",1.629,209.78571428571428
2020-10-26,"New Collectorate, Baghpat - UPPCB",0.948,205.7058823529412
2020-10-26,New Delhi,1.527,186.79166666666666
2020-10-26,"North Campus, DU, Delhi - IMD",1.522,193.95869565217393
2020-10-26,"Punjabi Bagh, Delhi - DPCC",1.461,202.25
2020-10-26,"Rohini, Delhi - DPCC",1.636,219.25
2020-10-26,"Sector- 16A, Faridabad - HSPCB",1.093,185.91666666666666
2020-10-26,"Shyam Nagar, Palwal - HSPCB",0.6755,105.77933333333334
2020-10-26,"Vasundhara, Ghaziabad - UPPCB",1.612,181.75
2020-10-26,"Vikas Sadan, Gurugram - HSPCB",1.0585,160.3625
2020-10-26,"Vivek Vihar, Delhi - DPCC",1.856,268.75
2020-10-27,"Alipur, Delhi - DPCC",0.843,156.35
2020-10-27,"Anand Vihar, Delhi - DPCC",1.2035,162.6
2020-10-27,"Ashok Vihar, Delhi - DPCC",1.0695,164.1875
2020-10-27,"Bawana, Delhi - DPCC",0.8505,172.31578947368422
2020-10-27,"Dwarka-Sector 8, Delhi - DPCC ",1.2595,165.52941176470588
2020-10-27,"Ganga Nagar, Meerut - UPPCB",0.757,146.1578947368421
2020-10-27,"ITO, Delhi - CPCB",1.1955,124.0
2020-10-27,"Indirapuram, Ghaziabad - UPPCB",1.1625,150.2941176470588
2020-10-27,"Jai Bhim Nagar, Meerut - UPPCB",0.8055,117.55
2020-10-27,"Knowledge Park - V, Greater Noida - UPPCB",1.349,167.33333333333334
2020-10-27,"MD University, Rohtak - HSPCB",0.7675,112.27272727272727
2020-10-27,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.245,120.29411764705883
2020-10-27,"Mandir Marg, New Delhi - DPCC",1.187,122.73684210526316
2020-10-27,"Moti Doongri, Alwar - RSPCB",3.021,75.03105263157894
2020-10-27,"Najafgarh, Delhi - DPCC",1.0655,136.13333333333333
2020-10-27,"Nehru Nagar, Delhi - DPCC",1.2785,137.33333333333334
2020-10-27,"New Collectorate, Baghpat - UPPCB",0.716,164.0
2020-10-27,New Delhi,1.2365,141.95833333333334
2020-10-27,"North Campus, DU, Delhi - IMD",1.128,127.69000000000001
2020-10-27,"Okhla Phase-2, Delhi - DPCC",1.423,140.5
2020-10-27,"Punjabi Bagh, Delhi - DPCC",1.052,147.33333333333334
2020-10-27,"R K Puram, Delhi - DPCC",1.278,162.16666666666666
2020-10-27,"Rohini, Delhi - DPCC",0.975,146.88888888888889
2020-10-27,"Sanjay Nagar, Ghaziabad - UPPCB",1.1065,145.38888888888889
2020-10-27,"Sector 11, Faridabad - HSPCB",1.5095,146.77720000000002
2020-10-27,"Sector- 16A, Faridabad - HSPCB",1.5275,143.71428571428572
2020-10-27,"Shyam Nagar, Palwal - HSPCB",1.488,126.91833333333334
2020-10-27,"Sri Aurobindo Marg, Delhi - DPCC",1.3495,120.47619047619048
2020-10-27,"Vasundhara, Ghaziabad - UPPCB",1.157,127.5
2020-10-27,"Vikas Sadan, Gurugram - HSPCB",1.3365,106.08823529411765
2020-10-27,"Vivek Vihar, Delhi - DPCC",1.1575,162.8
2020-10-28,"Alipur, Delhi - DPCC",1.968,270.1904761904762
2020-10-28,"Anand Vihar, Delhi - DPCC",2.157,272.25
2020-10-28,"Ashok Vihar, Delhi - DPCC",2.155,202.14285714285714
2020-10-28,"Bawana, Delhi - DPCC",2.025,325.7
2020-10-28,"Dwarka-Sector 8, Delhi - DPCC ",2.028,220.25
2020-10-28,"Ganga Nagar, Meerut - UPPCB",1.328,182.56
2020-10-28,"ITO, Delhi - CPCB",2.172,242.0
2020-10-28,"Indirapuram, Ghaziabad - UPPCB",2.129,255.7826086956522
2020-10-28,"Jai Bhim Nagar, Meerut - UPPCB",1.425,137.96
2020-10-28,"Knowledge Park - V, Greater Noida - UPPCB",2.179,269.72727272727275
2020-10-28,"MD University, Rohtak - HSPCB",2.215,204.22678571428574
2020-10-28,"Major Dhyan Chand National Stadium, Delhi - DPCC",2.134,197.61904761904762
2020-10-28,"Mandir Marg, New Delhi - DPCC",2.087,214.13636363636363
2020-10-28,"Najafgarh, Delhi - DPCC",2.004,235.78571428571428
2020-10-28,"Nehru Nagar, Delhi - DPCC",2.146,218.78571428571428
2020-10-28,New Delhi,2.197,197.20833333333334
2020-10-28,"North Campus, DU, Delhi - IMD",2.143,222.71242424242425
2020-10-28,"Okhla Phase-2, Delhi - DPCC",2.185,219.71428571428572
2020-10-28,"Punjabi Bagh, Delhi - DPCC",2.045,255.66666666666666
2020-10-28,"R K Puram, Delhi - DPCC",2.012,243.53846153846155
2020-10-28,"Rohini, Delhi - DPCC",2.111,253.55555555555554
2020-10-28,"Sanjay Nagar, Ghaziabad - UPPCB",2.131,234.46428571428572
2020-10-28,"Sector 11, Faridabad - HSPCB",2.057,214.12759999999997
2020-10-28,"Sector- 16A, Faridabad - HSPCB",1.9815,227.06666666666666
2020-10-28,"Shyam Nagar, Palwal - HSPCB",2.4195,108.4321052631579
2020-10-28,"Sri Aurobindo Marg, Delhi - DPCC",2.21,199.89473684210526
2020-10-28,"Vasundhara, Ghaziabad - UPPCB",2.095,238.8181818181818
2020-10-28,"Vikas Sadan, Gurugram - HSPCB",2.013,222.44782608695652
2020-10-28,"Vivek Vihar, Delhi - DPCC",2.1285,282.5
2020-10-29,"Alipur, Delhi - DPCC",1.431,314.4761904761905
2020-10-29,"Anand Vihar, Delhi - DPCC",1.2545,239.6
2020-10-29,"Ashok Vihar, Delhi - DPCC",1.342,170.57142857142858
2020-10-29,"Bawana, Delhi - DPCC",1.608,333.29411764705884
2020-10-29,"Dwarka-Sector 8, Delhi - DPCC ",1.52,305.57894736842104
2020-10-29,"Ganga Nagar, Meerut - UPPCB",0.7775,166.3
2020-10-29,"ITO, Delhi - CPCB",1.4365,244.71875
2020-10-29,"Indirapuram, Ghaziabad - UPPCB",1.1375,232.0909090909091
2020-10-29,"Jai Bhim Nagar, Meerut - UPPCB",0.767,169.0
2020-10-29,"Knowledge Park - V, Greater Noida - UPPCB",1.1825,240.1904761904762
2020-10-29,"MD University, Rohtak - HSPCB",2.13,253.15321428571428
2020-10-29,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.423,204.3913043478261
2020-10-29,"Mandir Marg, New Delhi - DPCC",1.3235,227.85714285714286
2020-10-29,"Moti Doongri, Alwar - RSPCB",1.496,69.66888888888889
2020-10-29,"Najafgarh, Delhi - DPCC",1.6895,216.7
2020-10-29,"Nehru Nagar, Delhi - DPCC",1.386,248.15
2020-10-29,"New Collectorate, Baghpat - UPPCB",1.404,247.54545454545453
2020-10-29,New Delhi,1.439,211.58333333333334
2020-10-29,"North Campus, DU, Delhi - IMD",1.4655,237.38870967741937
2020-10-29,"Okhla Phase-2, Delhi - DPCC",1.459,237.22222222222223
2020-10-29,"Punjabi Bagh, Delhi - DPCC",1.518,311.7916666666667
2020-10-29,"R K Puram, Delhi - DPCC",1.5255,264.2083333333333
2020-10-29,"Rohini, Delhi - DPCC",1.4355,303.29411764705884
2020-10-29,"Sanjay Nagar, Ghaziabad - UPPCB",1.097,215.3913043478261
2020-10-29,"Sector 11, Faridabad - HSPCB",1.3125,171.48964285714285
2020-10-29,"Sector- 16A, Faridabad - HSPCB",1.352,248.6
2020-10-29,"Shyam Nagar, Palwal - HSPCB",1.233,80.63954545454546
2020-10-29,"Sri Aurobindo Marg, Delhi - DPCC",1.422,215.2608695652174
2020-10-29,"Vasundhara, Ghaziabad - UPPCB",1.1865,223.16666666666666
2020-10-29,"Vikas Sadan, Gurugram - HSPCB",1.781,240.9904761904762
2020-10-29,"Vivek Vihar, Delhi - DPCC",1.218,285.1764705882353
2020-10-30,"Alipur, Delhi - DPCC",0.907,238.6
2020-10-30,"Anand Vihar, Delhi - DPCC",0.838,305.1111111111111
2020-10-30,"Ashok Vihar, Delhi - DPCC",0.843,195.33333333333334
2020-10-30,"Bawana, Delhi - DPCC",0.889,277.875
2020-10-30,"Dwarka-Sector 8, Delhi - DPCC ",1.131,300.1666666666667
2020-10-30,"Ganga Nagar, Meerut - UPPCB",0.535,137.66666666666666
2020-10-30,"ITO, Delhi - CPCB",0.891,324.6923076923077
2020-10-30,"Indirapuram, Ghaziabad - UPPCB",1.0665,344.7142857142857
2020-10-30,"Jai Bhim Nagar, Meerut - UPPCB",0.5765,194.0
2020-10-30,"Knowledge Park - V, Greater Noida - UPPCB",0.933,125.0
2020-10-30,"MD University, Rohtak - HSPCB",0.713,260.85625
2020-10-30,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.925,237.6
2020-10-30,"Mandir Marg, New Delhi - DPCC",1.1215,210.75
2020-10-30,"Najafgarh, Delhi - DPCC",1.2645,173.14285714285714
2020-10-30,"Nehru Nagar, Delhi - DPCC",0.889,280.6
2020-10-30,"New Collectorate, Baghpat - UPPCB",0.9185,230.875
2020-10-30,New Delhi,0.885,190.89473684210526
2020-10-30,"North Campus, DU, Delhi - IMD",1.004,275.1227272727273
2020-10-30,"Okhla Phase-2, Delhi - DPCC",0.819,255.4
2020-10-30,"Punjabi Bagh, Delhi - DPCC",1.042,362.35714285714283
2020-10-30,"R K Puram, Delhi - DPCC",0.928,314.0769230769231
2020-10-30,"Rohini, Delhi - DPCC",1.072,311.5
2020-10-30,"Sanjay Nagar, Ghaziabad - UPPCB",0.952,155.6
2020-10-30,"Sector 11, Faridabad - HSPCB",1.0485,196.42583333333334
2020-10-30,"Sector- 16A, Faridabad - HSPCB",1.0725,326.7
2020-10-30,"Shyam Nagar, Palwal - HSPCB",0.941,47.04333333333333
2020-10-30,"Sri Aurobindo Marg, Delhi - DPCC",1.0875,174.22222222222223
2020-10-30,"Vasundhara, Ghaziabad - UPPCB",1.0405,217.69230769230768
2020-10-30,"Vikas Sadan, Gurugram - HSPCB",1.032,223.88125
2020-10-30,"Vivek Vihar, Delhi - DPCC",0.9665,272.3333333333333
2020-10-31,"Alipur, Delhi - DPCC",0.435,165.25
2020-10-31,"Anand Vihar, Delhi - DPCC",0.714,259.0
2020-10-31,"Ashok Vihar, Delhi - DPCC",0.667,113.5
2020-10-31,"Bawana, Delhi - DPCC",0.599,214.08333333333334
2020-10-31,"Dwarka-Sector 8, Delhi - DPCC ",0.459,226.41666666666666
2020-10-31,"Ganga Nagar, Meerut - UPPCB",0.9235,177.77777777777777
2020-10-31,"ITO, Delhi - CPCB",0.6785,236.2608695652174
2020-10-31,"Indirapuram, Ghaziabad - UPPCB",0.687,241.4
2020-10-31,"Jai Bhim Nagar, Meerut - UPPCB",1.0245,246.30769230769232
2020-10-31,"Knowledge Park - V, Greater Noida - UPPCB",0.7795,235.5
2020-10-31,"MD University, Rohtak - HSPCB",0.589,186.39277777777775
2020-10-31,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.679,155.72727272727272
2020-10-31,"Mandir Marg, New Delhi - DPCC",0.6915,209.46153846153845
2020-10-31,"Moti Doongri, Alwar - RSPCB",0.524,83.202
2020-10-31,"Najafgarh, Delhi - DPCC",0.7515,123.88888888888889
2020-10-31,"Nehru Nagar, Delhi - DPCC",0.727,217.91666666666666
2020-10-31,"New Collectorate, Baghpat - UPPCB",0.615,239.6
2020-10-31,New Delhi,0.707,163.3125
2020-10-31,"North Campus, DU, Delhi - IMD",0.719,223.05523809523808
2020-10-31,"Okhla Phase-2, Delhi - DPCC",0.77,222.0
2020-10-31,"Punjabi Bagh, Delhi - DPCC",0.6715,236.2
2020-10-31,"R K Puram, Delhi - DPCC",0.539,269.375
2020-10-31,"Rohini, Delhi - DPCC",0.6185,218.0
2020-10-31,"Sanjay Nagar, Ghaziabad - UPPCB",0.7335,225.53846153846155
2020-10-31,"Sector 11, Faridabad - HSPCB",0.825,215.1446153846154
2020-10-31,"Sector- 16A, Faridabad - HSPCB",0.7835,239.66666666666666
2020-10-31,"Shyam Nagar, Palwal - HSPCB",0.918,55.7825
2020-10-31,"Sri Aurobindo Marg, Delhi - DPCC",0.869,103.77777777777777
2020-10-31,"Vasundhara, Ghaziabad - UPPCB",0.7085,203.66666666666666
2020-10-31,"Vikas Sadan, Gurugram - HSPCB",0.7695,225.8411764705882
2020-10-31,"Vivek Vihar, Delhi - DPCC",0.692,270.8
2020-11-01,"Alipur, Delhi - DPCC",0.603,192.28571428571428
2020-11-01,"Anand Vihar, Delhi - DPCC",0.786,177.9
2020-11-01,"Ashok Vihar, Delhi - DPCC",0.7115,162.2
2020-11-01,"Bawana, Delhi - DPCC",0.6545,159.5909090909091
2020-11-01,"Dwarka-Sector 8, Delhi - DPCC ",0.6195,136.05882352941177
2020-11-01,"Ganga Nagar, Meerut - UPPCB",1.029,129.44444444444446
2020-11-01,"ITO, Delhi - CPCB",0.7175,131.15384615384616
2020-11-01,"Indirapuram, Ghaziabad - UPPCB",0.738,189.15384615384616
2020-11-01,"Jai Bhim Nagar, Meerut - UPPCB",0.937,175.5
2020-11-01,"Knowledge Park - V, Greater Noida - UPPCB",1.0155,132.08333333333334
2020-11-01,"MD University, Rohtak - HSPCB",0.6775,102.764
2020-11-01,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.79,127.7
2020-11-01,"Mandir Marg, New Delhi - DPCC",0.714,140.1904761904762
2020-11-01,"Moti Doongri, Alwar - RSPCB",0.729,44.07916666666667
2020-11-01,"Najafgarh, Delhi - DPCC",0.471,106.82352941176471
2020-11-01,"Nehru Nagar, Delhi - DPCC",0.672,126.76470588235294
2020-11-01,"New Collectorate, Baghpat - UPPCB",0.6945,174.22727272727272
2020-11-01,New Delhi,0.7485,162.45454545454547
2020-11-01,"North Campus, DU, Delhi - IMD",0.7735,123.845
2020-11-01,"Okhla Phase-2, Delhi - DPCC",0.681,124.93333333333334
2020-11-01,"Punjabi Bagh, Delhi - DPCC",0.6355,158.52380952380952
2020-11-01,"R K Puram, Delhi - DPCC",0.736,134.52173913043478
2020-11-01,"Rohini, Delhi - DPCC",0.636,154.0
2020-11-01,"Sanjay Nagar, Ghaziabad - UPPCB",0.8395,170.77777777777777
2020-11-01,"Sector 11, Faridabad - HSPCB",0.5535,110.53142857142858
2020-11-01,"Sector- 16A, Faridabad - HSPCB",0.607,453.0
2020-11-01,"Shyam Nagar, Palwal - HSPCB",0.677,33.775000000000006
2020-11-01,"Sri Aurobindo Marg, Delhi - DPCC",0.5865,126.19047619047619
2020-11-01,"Vasundhara, Ghaziabad - UPPCB",0.851,139.28571428571428
2020-11-01,"Vikas Sadan, Gurugram - HSPCB",0.4665,125.37931034482759
2020-11-01,"Vivek Vihar, Delhi - DPCC",0.746,185.46666666666667
2020-11-02,"Alipur, Delhi - DPCC",1.8525,226.1764705882353
2020-11-02,"Anand Vihar, Delhi - DPCC",1.9375,198.95454545454547
2020-11-02,"Ashok Vihar, Delhi - DPCC",1.912,177.5
2020-11-02,"Bawana, Delhi - DPCC",1.793,203.20833333333334
2020-11-02,"Dwarka-Sector 8, Delhi - DPCC ",1.45,149.36363636363637
2020-11-02,"Ganga Nagar, Meerut - UPPCB",2.2915,183.1153846153846
2020-11-02,"ITO, Delhi - CPCB",1.8895,170.53125
2020-11-02,"Indirapuram, Ghaziabad - UPPCB",1.899,200.3846153846154
2020-11-02,"Jai Bhim Nagar, Meerut - UPPCB",2.116,213.1
2020-11-02,"Knowledge Park - V, Greater Noida - UPPCB",2.014,209.14285714285714
2020-11-02,"MD University, Rohtak - HSPCB",1.6115,101.58727272727273
2020-11-02,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.8515,135.70833333333334
2020-11-02,"Mandir Marg, New Delhi - DPCC",1.8975,151.33333333333334
2020-11-02,"Moti Doongri, Alwar - RSPCB",0.416,41.34133333333333
2020-11-02,"Najafgarh, Delhi - DPCC",1.238,105.88888888888889
2020-11-02,"Nehru Nagar, Delhi - DPCC",1.8235,159.1
2020-11-02,"New Collectorate, Baghpat - UPPCB",1.8345,228.66666666666666
2020-11-02,New Delhi,1.9135,132.14285714285714
2020-11-02,"North Campus, DU, Delhi - IMD",1.897,161.54222222222222
2020-11-02,"Punjabi Bagh, Delhi - DPCC",1.857,173.33333333333334
2020-11-02,"R K Puram, Delhi - DPCC",1.5315,137.34615384615384
2020-11-02,"Sanjay Nagar, Ghaziabad - UPPCB",2.0605,223.4814814814815
2020-11-02,"Sector 11, Faridabad - HSPCB",1.404,173.95869565217393
2020-11-02,"Sector- 16A, Faridabad - HSPCB",1.445,159.76190476190476
2020-11-02,"Shyam Nagar, Palwal - HSPCB",0.856,32.26590909090909
2020-11-02,"Sri Aurobindo Marg, Delhi - DPCC",1.642,126.33333333333333
